gameid,roundNum,sender,tangram,numWords,NNnum,VBnum,DTnum,PRPnum,INnum,TOnum,RBnum
6510-9,4,director,B,7,4,0,0,0,2,0,0
6510-9,4,matcher,B,1,1,0,0,0,0,0,0
6510-9,4,director,I,2,1,1,0,0,0,0,0
6510-9,4,matcher,I,1,1,0,0,0,0,0,0
6510-9,4,director,D,3,2,1,0,0,0,0,0
6510-9,4,matcher,D,2,1,1,0,0,0,0,0
6510-9,5,director,L,5,2,1,0,0,1,0,1
6510-9,5,matcher,L,1,1,0,0,0,0,0,0
6510-9,5,director,D,3,2,1,0,0,0,0,0
6510-9,5,matcher,D,1,1,0,0,0,0,0,0
6510-9,5,director,G,2,1,0,0,0,0,0,0
6510-9,5,matcher,G,1,1,0,0,0,0,0,0
6510-9,5,director,E,4,1,1,0,0,0,0,0
6510-9,5,matcher,E,1,1,0,0,0,0,0,0
6510-9,5,director,H,4,2,0,1,0,0,0,0
6510-9,5,matcher,H,1,1,0,0,0,0,0,0
6510-9,5,director,F,1,1,0,0,0,0,0,0
6510-9,5,matcher,F,1,1,0,0,0,0,0,0
6510-9,5,director,A,7,3,1,0,0,2,0,0
6510-9,5,matcher,A,1,1,0,0,0,0,0,0
6510-9,5,director,I,2,1,1,0,0,0,0,0
6510-9,5,matcher,I,1,1,0,0,0,0,0,0
6510-9,5,director,B,7,3,0,0,0,1,0,0
6510-9,5,matcher,B,1,1,0,0,0,0,0,0
6510-9,5,director,J,4,1,2,0,0,0,0,0
6510-9,5,matcher,J,1,1,0,0,0,0,0,0
6510-9,5,director,K,9,2,2,0,0,3,0,0
6510-9,5,director,C,4,2,0,1,0,1,0,0
6510-9,5,matcher,C,2,1,1,0,0,0,0,0
6510-9,6,matcher,C,1,0,0,0,0,0,0,1
6510-9,6,director,I,1,0,1,0,0,0,0,0
6510-9,6,matcher,I,1,1,0,0,0,0,0,0
6510-9,6,director,K,9,3,1,2,0,2,0,0
6510-9,6,matcher,K,1,1,0,0,0,0,0,0
6510-9,6,director,J,3,2,1,0,0,0,0,0
6510-9,6,matcher,J,1,1,0,0,0,0,0,0
6510-9,6,director,B,7,3,0,0,0,1,0,0
6510-9,6,matcher,B,1,1,0,0,0,0,0,0
6510-9,6,director,E,4,1,1,0,0,0,0,0
6510-9,6,matcher,E,1,1,0,0,0,0,0,0
6510-9,6,director,C,4,2,0,1,0,1,0,0
6510-9,6,director,F,1,1,0,0,0,0,0,0
6510-9,6,matcher,C,1,1,0,0,0,0,0,0
6510-9,6,matcher,F,1,1,0,0,0,0,0,0
6510-9,6,director,A,6,1,2,0,0,2,0,0
6510-9,6,matcher,A,1,1,0,0,0,0,0,0
6510-9,6,director,L,5,2,1,0,0,1,0,1
6510-9,6,matcher,L,1,1,0,0,0,0,0,0
6510-9,6,director,H,4,2,0,1,0,0,0,0
6510-9,6,matcher,H,1,1,0,0,0,0,0,0
6510-9,6,director,G,2,1,0,0,0,0,0,0
6510-9,6,matcher,G,1,1,0,0,0,0,0,0
6510-9,6,director,D,3,2,1,0,0,0,0,0
6510-9,6,matcher,D,2,1,1,0,0,0,0,0
7764-f,1,director,I,11,5,1,2,0,3,0,0
7764-f,1,matcher,I,1,1,0,0,0,0,0,0
7764-f,1,director,E,11,3,2,1,1,4,0,0
7764-f,1,director,E,4,1,2,0,0,1,0,0
7764-f,1,director,K,5,1,3,0,0,0,0,0
7764-f,1,director,A,6,2,2,1,0,0,0,0
7764-f,1,director,D,6,2,2,1,0,0,0,0
7764-f,1,director,C,4,1,2,0,0,0,0,1
7764-f,1,director,L,8,4,1,1,0,2,0,0
7764-f,1,director,J,11,3,2,2,0,3,0,0
7764-f,1,director,G,6,3,1,1,0,1,0,0
7764-f,1,director,H,11,3,1,3,0,3,0,0
7764-f,1,director,G,6,2,2,1,0,1,0,0
7764-f,2,director,I,5,3,1,1,0,0,0,0
7764-f,2,director,D,7,2,2,2,0,0,0,0
7764-f,2,director,L,7,3,2,2,0,0,0,0
7764-f,2,director,E,6,3,1,1,0,1,0,0
7764-f,2,director,J,10,1,1,3,0,3,0,0
7764-f,2,director,C,4,1,2,0,0,0,0,1
7764-f,2,director,A,6,2,2,1,0,0,0,0
7764-f,2,director,F,8,2,2,2,0,2,0,0
7764-f,2,director,K,5,0,4,0,0,0,0,0
7764-f,2,director,G,4,1,3,0,0,0,0,0
7764-f,2,director,H,7,2,2,0,0,2,0,0
7764-f,2,director,G,4,1,2,0,0,1,0,0
7764-f,3,director,I,3,2,1,0,0,0,0,0
7764-f,3,director,G,3,3,0,0,0,0,0,0
7764-f,3,director,H,4,1,2,0,0,1,0,0
7764-f,3,director,J,7,2,1,1,0,2,0,0
7764-f,3,director,D,5,2,3,0,0,0,0,0
7764-f,3,director,C,3,0,2,0,0,0,0,0
7764-f,3,director,F,5,1,1,1,0,2,0,0
7764-f,3,director,K,3,1,1,1,0,0,0,0
7764-f,3,director,A,4,2,1,0,0,1,0,0
7764-f,3,director,L,6,4,1,1,0,0,0,0
7764-f,3,director,E,1,1,0,0,0,0,0,0
7764-f,3,director,B,3,2,0,0,0,1,0,0
7764-f,4,director,J,6,2,1,0,0,2,0,0
7764-f,4,director,A,3,2,1,0,0,0,0,0
7764-f,4,director,K,3,1,1,1,0,0,0,0
7764-f,4,director,L,4,3,1,0,0,0,0,0
7764-f,4,director,F,4,1,1,0,0,1,0,0
7764-f,4,director,C,2,0,1,0,0,0,0,0
7764-f,4,director,D,4,3,0,0,0,1,0,0
7764-f,4,director,I,2,2,0,0,0,0,0,0
7764-f,4,director,,3,2,0,0,0,1,0,0
7764-f,4,director,E,2,2,0,0,0,0,0,0
7764-f,4,director,G,3,2,1,0,0,0,0,0
7764-f,4,director,H,4,1,2,0,0,1,0,0
7764-f,5,director,G,3,2,1,0,0,0,0,0
7764-f,5,director,A,4,2,1,0,0,1,0,0
7764-f,5,director,K,3,0,2,0,0,0,0,0
7764-f,5,director,C,2,0,1,0,0,0,0,0
7764-f,5,director,F,4,1,1,0,0,1,0,0
7764-f,5,director,L,5,3,0,0,0,1,0,0
7764-f,5,director,I,2,2,0,0,0,0,0,0
7764-f,5,director,B,3,2,0,0,0,1,0,0
7764-f,5,director,H,6,1,2,0,0,2,0,0
7764-f,5,director,E,2,2,0,0,0,0,0,0
7764-f,5,director,J,4,3,0,0,0,1,0,0
7764-f,5,director,D,3,2,0,0,0,1,0,0
7764-f,6,director,G,3,2,1,0,0,0,0,0
7764-f,6,director,F,4,1,1,0,0,1,0,0
7764-f,6,director,E,2,2,0,0,0,0,0,0
7764-f,6,director,A,4,2,1,0,0,1,0,0
7764-f,6,director,L,5,4,0,0,0,1,0,0
7764-f,6,director,H,4,1,2,0,0,1,0,0
7764-f,6,director,D,3,2,0,0,0,1,0,0
7764-f,6,director,J,5,1,1,0,0,1,0,0
7764-f,6,director,B,3,2,0,0,0,1,0,0
7764-f,6,director,I,2,2,0,0,0,0,0,0
7764-f,6,director,K,3,0,2,0,0,0,0,0
7764-f,6,director,C,2,1,0,0,0,0,0,0
9440-7,1,director,C,11,4,2,2,0,2,1,0
9440-7,1,matcher,C,2,0,1,0,1,0,0,0
9440-7,1,director,G,22,4,7,1,1,3,1,3
9440-7,1,matcher,G,1,1,0,0,0,0,0,0
9440-7,1,director,J,15,6,2,1,0,2,0,0
9440-7,1,director,J,7,1,1,0,0,2,0,1
9440-7,1,matcher,J,3,1,1,0,1,0,0,0
9440-7,1,director,H,22,6,3,3,0,2,1,3
9440-7,1,director,H,3,2,0,0,0,0,0,1
9440-7,1,director,H,6,2,0,1,0,2,0,0
9440-7,1,matcher,H,2,0,0,0,1,1,0,0
9440-7,1,director,B,25,10,2,3,0,5,1,1
9440-7,1,matcher,B,3,1,1,0,1,0,0,0
9440-7,1,director,F,22,6,5,2,0,6,0,0
9440-7,1,matcher,F,2,0,1,0,1,0,0,0
9440-7,1,director,F,6,2,1,0,0,1,0,1
9440-7,1,director,D,10,5,2,1,0,1,0,0
9440-7,1,matcher,D,1,1,0,0,0,0,0,0
9440-7,1,director,A,20,6,3,1,0,5,0,0
9440-7,1,matcher,A,3,1,1,0,1,0,0,0
9440-7,1,director,E,16,8,4,0,0,1,0,0
9440-7,1,director,E,2,2,0,0,0,0,0,0
9440-7,1,matcher,E,2,0,1,0,1,0,0,0
9440-7,1,director,E,2,1,1,0,0,0,0,0
9440-7,1,director,I,19,6,2,0,0,3,0,0
9440-7,1,matcher,I,1,1,0,0,0,0,0,0
9440-7,1,director,L,17,6,2,0,1,2,0,1
9440-7,1,matcher,L,2,0,1,0,1,0,0,0
9440-7,1,director,L,4,0,1,1,1,0,0,0
9440-7,2,director,J,12,6,2,0,0,1,0,1
9440-7,2,matcher,J,1,1,0,0,0,0,0,0
9440-7,2,director,I,5,3,1,0,0,1,0,0
9440-7,2,matcher,I,1,1,0,0,0,0,0,0
9440-7,2,director,B,6,3,0,0,0,1,0,0
9440-7,2,matcher,B,1,1,0,0,0,0,0,0
9440-7,2,director,L,9,5,0,0,0,1,0,1
9440-7,2,matcher,L,1,1,0,0,0,0,0,0
9440-7,2,director,F,11,5,1,1,0,3,1,0
9440-7,2,matcher,F,1,1,0,0,0,0,0,0
9440-7,2,director,G,13,4,2,0,0,2,0,1
9440-7,2,matcher,G,1,1,0,0,0,0,0,0
9440-7,2,director,C,10,4,1,1,0,3,1,0
9440-7,2,matcher,C,1,1,0,0,0,0,0,0
9440-7,2,director,H,13,6,1,1,0,2,1,0
9440-7,2,matcher,H,1,1,0,0,0,0,0,0
9440-7,2,director,D,5,3,0,0,0,1,0,0
9440-7,2,matcher,D,1,1,0,0,0,0,0,0
9440-7,2,director,K,8,0,3,0,2,1,0,0
9440-7,2,matcher,K,1,1,0,0,0,0,0,0
9440-7,2,director,A,3,2,0,0,0,1,0,0
9440-7,2,director,E,2,2,0,0,0,0,0,0
9440-7,3,matcher,,1,1,0,0,0,0,0,0
9440-7,3,director,F,4,3,0,0,0,1,0,0
9440-7,3,matcher,F,4,2,1,0,1,0,0,0
9440-7,3,director,A,1,0,0,0,1,0,0,0
9440-7,3,matcher,A,1,1,0,0,0,0,0,0
9440-7,3,director,B,1,1,0,0,0,0,0,0
9440-7,3,director,K,2,0,1,0,0,0,0,1
9440-7,3,matcher,K,1,1,0,0,0,0,0,0
9440-7,3,director,I,2,1,1,0,0,0,0,0
9440-7,3,matcher,I,1,1,0,0,0,0,0,0
9440-7,3,director,G,1,1,0,0,0,0,0,0
9440-7,3,matcher,G,1,1,0,0,0,0,0,0
9440-7,3,director,H,6,3,1,0,0,1,0,1
9440-7,3,matcher,H,1,1,0,0,0,0,0,0
9440-7,3,director,C,3,0,2,0,0,0,1,0
9440-7,3,director,J,10,5,1,0,0,3,0,0
9440-7,3,matcher,J,1,1,0,0,0,0,0,0
9440-7,3,director,L,6,3,1,0,0,1,0,0
9440-7,3,matcher,L,1,1,0,0,0,0,0,0
9440-7,3,director,,0,0,0,0,0,0,0,0
9440-7,3,director,E,1,1,0,0,0,0,0,0
9440-7,4,director,D,3,2,0,0,0,0,0,0
9440-7,4,director,J,7,2,1,0,0,2,0,1
9440-7,4,director,G,1,1,0,0,0,0,0,0
9440-7,4,matcher,G,1,1,0,0,0,0,0,0
9440-7,4,director,H,8,4,1,1,0,1,0,1
9440-7,4,director,I,2,1,1,0,0,0,0,0
9440-7,4,director,L,3,2,0,0,0,1,0,0
9440-7,4,director,A,1,1,0,0,0,0,0,0
9440-7,4,director,F,4,3,0,0,0,1,0,0
9440-7,4,director,E,1,1,0,0,0,0,0,0
9440-7,4,director,C,2,0,2,0,0,0,0,0
9440-7,4,director,D,3,2,0,0,0,0,0,0
9440-7,4,director,K,2,0,1,0,0,0,0,1
9440-7,4,director,B,1,1,0,0,0,0,0,0
9440-7,5,director,G,1,1,0,0,0,0,0,0
9440-7,5,director,J,9,4,1,2,0,2,0,0
9440-7,5,director,L,3,2,0,0,0,1,0,0
9440-7,5,director,K,2,1,0,1,0,0,0,0
9440-7,5,director,F,2,2,0,0,0,0,0,0
9440-7,5,director,D,3,2,0,0,0,0,0,0
9440-7,5,director,I,2,1,1,0,0,0,0,0
9440-7,5,director,B,1,1,0,0,0,0,0,0
9440-7,5,director,C,2,0,2,0,0,0,0,0
9440-7,5,director,A,1,1,0,0,0,0,0,0
9440-7,5,director,E,1,1,0,0,0,0,0,0
9440-7,5,director,H,7,2,2,0,0,1,1,1
9440-7,6,director,C,2,0,2,0,0,0,0,0
9440-7,6,director,J,5,2,1,0,0,1,0,1
9440-7,6,director,L,3,2,0,0,0,1,0,0
9440-7,6,director,F,2,2,0,0,0,0,0,0
9440-7,6,director,G,1,1,0,0,0,0,0,0
9440-7,6,director,H,6,3,2,0,0,1,0,0
9440-7,6,director,B,1,1,0,0,0,0,0,0
9440-7,6,director,A,1,1,0,0,0,0,0,0
9440-7,6,director,I,2,1,1,0,0,0,0,0
9440-7,6,director,E,1,1,0,0,0,0,0,0
9440-7,6,director,D,3,2,0,0,0,0,0,0
9440-7,6,director,K,2,1,0,1,0,0,0,0
0770-e,1,matcher,F,23,5,3,5,2,2,0,0
0770-e,1,director,F,0,0,0,0,0,0,0,0
0770-e,1,matcher,C,3,1,0,0,0,0,0,0
0770-e,1,matcher,I,2,0,1,0,0,0,0,0
0770-e,1,director,D,4,1,0,1,0,1,0,0
0770-e,1,matcher,K,5,3,0,0,0,1,0,0
0770-e,1,director,K,14,3,3,2,2,2,0,1
0770-e,1,director,L,3,1,2,0,0,0,0,0
0770-e,1,matcher,E,5,3,0,1,0,1,0,0
0770-e,1,director,E,15,3,4,2,2,3,0,0
0770-e,1,matcher,A,9,3,2,0,1,2,0,0
0770-e,1,director,A,2,1,0,1,0,0,0,0
0770-e,2,director,C,4,3,1,0,0,0,0,0
0770-e,2,director,A,1,1,0,0,0,0,0,0
0770-e,2,director,F,1,1,0,0,0,0,0,0
0770-e,2,director,K,9,1,3,0,2,1,0,1
0770-e,2,director,E,1,1,0,0,0,0,0,0
0770-e,2,director,I,3,1,0,0,0,0,0,1
0770-e,2,director,D,6,2,1,0,2,1,0,0
0770-e,2,director,J,14,4,1,2,0,3,0,0
0770-e,2,matcher,G,6,3,1,0,0,2,0,0
0770-e,2,director,H,6,1,1,1,0,1,0,0
0770-e,2,matcher,H,9,4,1,0,0,2,0,1
0770-e,2,matcher,L,10,3,1,1,1,1,0,1
0770-e,3,director,F,1,1,0,0,0,0,0,0
0770-e,3,director,K,2,1,1,0,0,0,0,0
0770-e,3,director,I,1,1,0,0,0,0,0,0
0770-e,3,director,D,1,1,0,0,0,0,0,0
0770-e,3,director,C,1,1,0,0,0,0,0,0
0770-e,3,director,G,2,2,0,0,0,0,0,0
0770-e,3,director,J,7,2,0,1,0,1,1,0
0770-e,3,director,A,1,1,0,0,0,0,0,0
0770-e,3,matcher,G,9,3,1,2,0,2,0,0
0770-e,3,director,B,7,2,0,2,0,1,1,0
0770-e,3,matcher,K,8,2,1,2,0,2,0,0
0770-e,3,matcher,C,8,2,1,2,0,2,0,0
0770-e,3,director,H,6,1,1,1,1,1,1,0
0770-e,4,director,D,1,1,0,0,0,0,0,0
0770-e,4,director,B,12,5,1,3,0,1,1,0
0770-e,4,director,F,1,1,0,0,0,0,0,0
0770-e,4,director,A,1,1,0,0,0,0,0,0
0770-e,4,director,C,1,1,0,0,0,0,0,0
0770-e,4,director,H,16,6,1,4,0,2,0,0
0770-e,4,matcher,H,11,2,2,1,3,1,0,0
0770-e,4,director,C,10,2,3,1,3,1,0,0
0770-e,4,matcher,C,6,2,0,2,0,2,0,0
0770-e,4,director,C,8,2,2,1,1,1,0,0
0770-e,4,matcher,H,7,2,0,2,0,2,0,0
0770-e,4,matcher,J,3,1,0,0,0,1,0,0
0770-e,4,matcher,I,1,1,0,0,0,0,0,0
0770-e,4,director,L,6,2,1,1,0,0,0,0
0770-e,4,matcher,L,5,2,0,1,0,1,0,0
0770-e,4,director,L,8,2,2,3,0,1,0,0
0770-e,4,director,K,11,1,2,2,0,1,0,2
0770-e,4,matcher,K,5,1,3,0,0,0,0,0
0770-e,4,director,K,9,2,4,0,1,0,0,0
0770-e,4,matcher,D,3,0,1,0,1,0,0,0
0770-e,4,matcher,B,3,0,1,0,1,0,0,1
0770-e,4,matcher,E,5,1,2,0,1,1,0,0
0770-e,4,matcher,F,3,0,1,0,1,0,0,0
0770-e,4,matcher,A,3,0,1,0,1,0,0,0
0770-e,4,matcher,C,5,1,1,0,1,0,0,0
0770-e,4,matcher,H,4,3,1,0,0,0,0,0
0770-e,4,matcher,L,2,2,0,0,0,0,0,0
0770-e,4,matcher,K,2,2,0,0,0,0,0,0
0770-e,4,matcher,I,1,1,0,0,0,0,0,0
0770-e,4,matcher,J,2,1,1,0,0,0,0,0
0770-e,4,matcher,G,1,1,0,0,0,0,0,0
0770-e,5,director,I,1,1,0,0,0,0,0,0
0770-e,5,director,H,2,0,2,0,0,0,0,0
0770-e,5,director,D,1,1,0,0,0,0,0,0
0770-e,5,director,E,1,1,0,0,0,0,0,0
0770-e,5,director,B,1,1,0,0,0,0,0,0
0770-e,5,director,A,1,1,0,0,0,0,0,0
0770-e,5,director,F,1,1,0,0,0,0,0,0
0770-e,5,director,C,1,1,0,0,0,0,0,0
0770-e,5,director,K,2,2,0,0,0,0,0,0
0770-e,5,director,G,1,1,0,0,0,0,0,0
0770-e,5,director,L,1,1,0,0,0,0,0,0
0770-e,6,director,H,2,0,2,0,0,0,0,0
0770-e,6,director,C,1,1,0,0,0,0,0,0
0770-e,6,director,B,1,1,0,0,0,0,0,0
0770-e,6,director,L,1,1,0,0,0,0,0,0
0770-e,6,director,F,1,1,0,0,0,0,0,0
0770-e,6,director,D,1,1,0,0,0,0,0,0
0770-e,6,director,E,1,1,0,0,0,0,0,0
0770-e,6,director,I,1,1,0,0,0,0,0,0
0770-e,6,director,K,2,2,0,0,0,0,0,0
0770-e,6,director,G,1,1,0,0,0,0,0,0
0770-e,6,director,A,1,1,0,0,0,0,0,0
1490-f,1,director,J,8,4,1,2,0,1,0,0
1490-f,1,director,J,6,2,1,1,0,0,0,0
1490-f,1,director,J,4,0,0,0,0,2,0,1
1490-f,1,director,L,11,2,2,0,2,3,0,1
1490-f,1,matcher,L,6,2,2,0,0,1,0,0
1490-f,1,director,L,7,2,1,1,1,1,0,0
1490-f,1,director,L,1,0,0,0,0,0,0,0
1490-f,1,director,B,5,1,3,0,0,0,0,0
1490-f,1,director,B,10,4,1,1,1,2,0,0
1490-f,1,matcher,B,2,1,0,0,0,0,0,0
1490-f,1,director,B,4,1,0,1,0,1,0,0
1490-f,1,director,B,6,2,1,1,1,0,0,0
1490-f,1,director,B,3,1,0,0,1,1,0,0
1490-f,1,matcher,B,2,0,2,0,0,0,0,0
1490-f,1,director,B,2,1,0,0,0,0,0,1
1490-f,1,director,D,3,0,3,0,0,0,0,0
1490-f,1,director,D,3,1,1,1,0,0,0,0
1490-f,1,matcher,D,2,1,0,0,0,0,0,0
1490-f,1,director,D,2,1,0,0,0,0,0,0
1490-f,1,director,H,5,2,1,1,0,1,0,0
1490-f,1,director,H,2,0,1,0,0,0,0,1
1490-f,1,director,E,6,2,2,0,0,1,0,1
1490-f,1,matcher,E,4,2,1,0,0,1,0,0
1490-f,1,director,C,4,2,0,1,0,1,0,0
1490-f,1,matcher,C,2,0,2,0,0,0,0,0
1490-f,1,director,C,2,1,1,0,0,0,0,0
1490-f,1,director,F,6,3,1,1,0,1,0,0
1490-f,1,matcher,F,2,1,0,1,0,0,0,0
1490-f,1,director,I,8,2,3,0,1,0,0,0
1490-f,1,director,I,3,1,0,1,0,1,0,0
1490-f,1,director,K,4,1,1,0,1,1,0,0
1490-f,1,director,K,6,2,0,1,1,1,1,0
1490-f,1,director,A,5,3,0,1,0,1,0,0
1490-f,1,director,A,2,0,2,0,0,0,0,0
1490-f,1,director,G,6,2,1,1,0,1,0,0
1490-f,2,director,J,4,2,1,0,0,0,0,0
1490-f,2,director,B,5,2,0,0,0,2,0,0
1490-f,2,director,B,4,1,1,1,0,1,0,0
1490-f,2,director,B,5,1,2,0,0,0,0,1
1490-f,2,director,B,2,0,1,0,0,0,0,1
1490-f,2,director,F,6,1,3,0,0,2,0,0
1490-f,2,director,F,2,0,2,0,0,0,0,0
1490-f,2,director,L,6,1,2,0,0,2,0,1
1490-f,2,director,K,4,0,3,0,0,0,0,1
1490-f,2,director,G,4,2,0,1,0,1,0,0
1490-f,2,director,C,4,2,0,1,0,1,0,0
1490-f,2,matcher,C,6,2,0,1,0,0,1,1
1490-f,2,director,A,6,1,2,1,0,1,0,0
1490-f,2,director,A,2,0,2,0,0,0,0,0
1490-f,2,director,A,6,2,2,1,0,1,0,0
1490-f,2,matcher,A,4,1,1,0,0,1,0,0
1490-f,2,matcher,A,3,1,2,0,0,0,0,0
1490-f,2,director,H,5,2,0,1,0,1,0,0
1490-f,2,director,D,6,1,4,0,0,0,0,0
1490-f,2,director,D,2,1,0,0,0,0,0,0
1490-f,2,director,I,12,5,2,2,1,2,0,0
1490-f,2,matcher,E,5,1,1,0,0,0,0,0
1490-f,2,director,E,2,1,1,0,0,0,0,0
1490-f,3,director,D,5,1,3,1,0,0,0,0
1490-f,3,director,D,2,1,0,0,0,0,0,0
1490-f,3,director,G,3,1,1,1,0,0,0,0
1490-f,3,director,B,6,1,3,1,0,0,0,1
1490-f,3,director,A,6,3,2,1,0,0,0,0
1490-f,3,director,K,4,1,1,0,0,1,0,1
1490-f,3,matcher,K,7,3,0,1,0,1,0,1
1490-f,3,director,L,3,0,2,0,0,0,0,1
1490-f,3,director,H,2,1,1,0,0,0,0,0
1490-f,3,director,C,2,2,0,0,0,0,0,0
1490-f,3,director,F,4,0,3,0,0,1,0,0
1490-f,3,director,E,2,1,1,0,0,0,0,0
1490-f,3,director,I,7,1,4,0,0,1,0,0
1490-f,3,director,J,4,2,1,0,0,0,0,0
1490-f,4,director,H,2,1,1,0,0,0,0,0
1490-f,4,director,K,3,0,2,0,0,0,0,1
1490-f,4,director,L,2,0,2,0,0,0,0,0
1490-f,4,director,I,5,1,2,0,0,1,0,0
1490-f,4,director,I,4,2,0,1,0,0,0,0
1490-f,4,director,J,5,0,3,0,0,0,0,2
1490-f,4,director,G,1,1,0,0,0,0,0,0
1490-f,4,director,C,1,1,0,0,0,0,0,0
1490-f,4,director,D,4,1,3,0,0,0,0,0
1490-f,4,director,E,2,2,0,0,0,0,0,0
1490-f,4,director,A,2,2,0,0,0,0,0,0
1490-f,4,director,B,4,1,1,0,0,1,0,1
1490-f,4,director,F,4,0,3,0,0,1,0,0
1490-f,4,matcher,B,4,2,0,1,0,0,1,0
1490-f,5,director,B,6,3,1,1,0,1,0,0
1490-f,5,director,E,1,1,0,0,0,0,0,0
1490-f,5,director,G,1,1,0,0,0,0,0,0
1490-f,5,director,L,2,0,1,0,0,0,0,1
1490-f,5,director,A,1,1,0,0,0,0,0,0
1490-f,5,director,D,4,1,3,0,0,0,0,0
1490-f,5,director,D,2,1,1,0,0,0,0,0
1490-f,5,director,H,2,1,1,0,0,0,0,0
1490-f,5,director,F,3,1,2,0,0,0,0,0
1490-f,5,director,J,4,2,1,0,0,0,0,0
1490-f,5,director,C,1,1,0,0,0,0,0,0
1490-f,5,director,I,4,2,0,0,0,1,0,0
1490-f,5,director,K,2,0,1,0,0,0,0,1
1490-f,6,director,L,2,0,1,0,0,0,0,1
1490-f,6,director,H,1,1,0,0,0,0,0,0
1490-f,6,director,D,4,1,3,0,0,0,0,0
1490-f,6,director,J,4,2,1,0,0,0,0,0
1490-f,6,director,A,1,1,0,0,0,0,0,0
1490-f,6,director,G,1,1,0,0,0,0,0,0
1490-f,6,director,F,3,1,2,0,0,0,0,0
1490-f,6,director,I,5,2,1,0,0,1,0,0
1490-f,6,director,C,1,1,0,0,0,0,0,0
1490-f,6,director,K,5,1,1,0,0,0,0,2
1490-f,6,director,B,5,2,1,1,0,1,0,0
1490-f,6,matcher,E,1,1,0,0,0,0,0,0
2760-0,1,director,J,21,6,2,3,0,3,0,4
2760-0,1,director,D,10,3,2,1,0,2,0,1
2760-0,1,director,F,9,1,5,1,0,1,0,0
2760-0,1,director,E,10,2,3,2,0,2,0,0
2760-0,1,director,H,7,1,2,1,0,1,0,1
2760-0,1,director,B,17,6,2,4,0,3,0,0
2760-0,1,director,L,9,4,1,0,0,2,0,0
2760-0,1,director,A,10,5,1,0,0,2,0,0
2760-0,1,director,C,8,3,1,1,0,3,0,0
2760-0,1,director,K,10,4,0,0,0,3,0,0
2760-0,1,director,I,12,6,1,1,0,3,0,0
2760-0,1,director,G,13,6,0,2,0,2,0,0
2760-0,2,director,D,6,4,0,0,0,2,0,0
2760-0,2,director,B,9,4,0,1,0,3,0,0
2760-0,2,director,I,12,6,1,1,0,1,1,0
2760-0,2,director,C,8,3,1,1,0,3,0,0
2760-0,2,director,H,9,3,2,1,0,1,0,1
2760-0,2,director,F,10,5,3,0,0,1,0,0
2760-0,2,director,A,12,4,4,0,0,2,0,0
2760-0,2,director,E,12,5,2,2,0,3,0,0
2760-0,2,director,G,9,5,1,1,0,2,0,0
2760-0,2,director,K,8,4,1,0,0,1,0,1
2760-0,2,director,L,12,7,1,1,0,2,0,0
2760-0,2,director,J,7,4,0,0,0,2,0,1
2760-0,3,director,E,7,4,1,1,0,1,0,0
2760-0,3,director,,8,4,2,0,0,1,0,1
2760-0,3,director,C,8,3,2,1,0,2,0,0
2760-0,3,director,I,13,6,1,2,0,3,0,0
2760-0,3,director,J,7,4,1,0,0,1,0,1
2760-0,3,director,L,13,6,1,2,0,2,1,0
2760-0,3,director,H,8,3,2,1,0,2,0,0
2760-0,3,director,K,9,5,1,0,0,2,0,0
2760-0,3,director,B,19,6,3,2,1,3,0,1
2760-0,3,director,A,15,6,2,1,0,3,0,0
2760-0,3,director,G,13,5,2,1,0,3,0,0
2760-0,3,director,F,8,4,2,1,0,1,0,0
2760-0,4,director,B,9,5,0,1,0,3,0,0
2760-0,4,director,L,12,5,1,1,0,2,1,1
2760-0,4,director,D,6,4,0,0,0,2,0,0
2760-0,4,director,E,4,3,0,0,0,1,0,0
2760-0,4,director,I,12,6,0,2,0,2,1,0
2760-0,4,director,H,5,3,0,1,0,1,0,0
2760-0,4,director,F,9,5,2,1,0,0,0,0
2760-0,4,director,K,10,5,1,0,0,3,0,0
2760-0,4,director,J,7,4,0,0,0,2,0,1
2760-0,4,director,C,8,3,1,1,0,3,0,0
2760-0,4,director,A,14,5,3,2,0,2,0,0
2760-0,4,director,G,3,2,1,0,0,0,0,0
2760-0,5,director,I,13,6,1,2,0,3,0,0
2760-0,5,director,K,8,5,0,0,0,2,0,1
2760-0,5,director,F,8,4,2,1,0,1,0,0
2760-0,5,director,L,11,7,0,1,0,2,1,0
2760-0,5,director,H,5,3,0,1,0,1,0,0
2760-0,5,director,E,4,3,0,0,0,1,0,0
2760-0,5,director,D,6,4,0,0,0,2,0,0
2760-0,5,director,A,10,5,1,0,0,2,0,0
2760-0,5,director,G,7,3,1,0,0,2,0,0
2760-0,5,director,B,12,4,2,1,0,3,0,1
2760-0,5,director,J,7,4,0,0,0,2,0,1
2760-0,5,director,C,7,3,1,1,0,2,0,0
2760-0,6,director,L,9,5,0,0,0,1,1,2
2760-0,6,director,F,6,4,2,0,0,0,0,0
2760-0,6,director,B,9,5,1,1,0,2,0,0
2760-0,6,director,A,13,5,3,1,0,3,0,0
2760-0,6,director,I,10,5,0,1,0,3,0,0
2760-0,6,director,C,7,3,1,1,0,2,0,0
2760-0,6,director,E,4,3,0,0,0,1,0,0
2760-0,6,director,K,8,5,0,0,0,2,0,1
2760-0,6,director,D,5,3,1,0,0,1,0,0
2760-0,6,director,H,4,3,0,1,0,0,0,0
