gameid,roundNum,sender,tangram,numWords,NNnum,VBnum,DTnum,PRPnum,INnum,TOnum,RBnum
2388-c,1,director,L,15,4,4,3,0,1,1,0
2388-c,1,director,L,13,4,2,3,1,3,0,0
2388-c,1,matcher,L,3,1,1,0,1,0,0,0
2388-c,1,director,H,28,6,4,6,1,3,0,1
2388-c,1,matcher,H,2,0,1,0,1,0,0,0
2388-c,1,director,C,7,3,1,0,1,1,0,0
2388-c,1,matcher,C,1,0,0,0,0,0,0,0
2388-c,1,director,G,28,5,3,7,0,5,0,1
2388-c,1,matcher,G,2,0,1,0,1,0,0,0
2388-c,1,matcher,E,4,1,1,1,0,0,0,1
2388-c,1,director,E,1,1,0,0,0,0,0,0
2388-c,1,director,D,6,1,3,1,0,0,1,0
2388-c,1,matcher,A,11,4,1,2,0,2,0,0
2388-c,1,matcher,D,1,0,1,0,0,0,0,0
2388-c,1,director,A,2,0,1,1,0,0,0,0
2388-c,1,matcher,A,1,1,0,0,0,0,0,0
2388-c,1,matcher,K,14,1,5,1,0,1,0,1
2388-c,1,director,K,18,2,4,2,2,3,0,0
2388-c,1,matcher,J,12,2,2,3,0,1,0,1
2388-c,1,matcher,K,2,1,1,0,0,0,0,0
2388-c,1,director,J,3,1,1,0,0,0,0,0
2388-c,1,matcher,B,5,2,1,0,0,1,0,0
2388-c,1,director,B,2,0,1,0,0,0,0,0
2388-c,2,director,E,2,0,1,0,0,0,0,0
2388-c,2,matcher,E,1,1,0,0,0,0,0,0
2388-c,2,matcher,E,2,0,1,0,1,0,0,0
2388-c,2,director,K,9,2,4,1,0,0,0,0
2388-c,2,matcher,K,1,1,0,0,0,0,0,0
2388-c,2,director,J,11,3,3,1,1,1,0,0
2388-c,2,matcher,J,2,0,1,0,1,0,0,0
2388-c,2,director,F,10,3,3,0,1,2,0,0
2388-c,2,matcher,F,1,0,0,0,0,0,0,0
2388-c,2,director,C,7,1,1,2,0,2,0,0
2388-c,2,matcher,C,1,1,0,0,0,0,0,0
2388-c,2,director,L,29,5,9,4,2,4,1,0
2388-c,2,matcher,L,7,2,2,0,2,0,0,0
2388-c,2,director,L,2,0,1,1,0,0,0,0
2388-c,2,director,A,7,1,3,1,0,0,1,0
2388-c,2,matcher,A,1,1,0,0,0,0,0,0
2388-c,2,director,B,15,2,3,2,1,1,0,0
2388-c,2,matcher,B,1,0,0,0,0,0,0,0
2388-c,2,director,G,21,7,3,2,0,6,0,1
2388-c,2,matcher,G,2,0,1,0,1,0,0,0
2388-c,2,director,D,3,0,3,0,0,0,0,0
2388-c,2,matcher,D,1,1,0,0,0,0,0,0
2388-c,2,director,H,5,1,2,0,0,1,0,0
2388-c,2,matcher,I,6,2,0,0,0,1,0,2
2388-c,2,director,I,1,1,0,0,0,0,0,0
2388-c,2,matcher,I,1,1,0,0,0,0,0,0
2388-c,2,director,E,2,0,0,0,0,0,0,1
2388-c,2,matcher,E,6,4,1,0,0,1,0,0
2388-c,2,matcher,L,4,3,0,0,0,1,0,0
2388-c,2,matcher,A,5,1,2,0,0,0,0,0
2388-c,2,matcher,G,2,2,0,0,0,0,0,0
2388-c,2,matcher,I,6,3,0,0,0,1,0,1
2388-c,3,director,K,1,1,0,0,0,0,0,0
2388-c,3,matcher,K,1,1,0,0,0,0,0,0
2388-c,3,director,A,3,0,2,0,0,0,0,0
2388-c,3,matcher,A,1,0,0,0,0,0,0,0
2388-c,3,director,G,2,2,0,0,0,0,0,0
2388-c,3,matcher,G,1,1,0,0,0,0,0,0
2388-c,3,director,I,3,0,1,0,0,0,0,1
2388-c,3,matcher,I,1,1,0,0,0,0,0,0
2388-c,3,director,D,1,1,0,0,0,0,0,0
2388-c,3,matcher,D,1,0,0,0,0,0,0,0
2388-c,3,director,J,2,1,1,0,0,0,0,0
2388-c,3,matcher,J,1,1,0,0,0,0,0,0
2388-c,3,director,L,2,1,1,0,0,0,0,0
2388-c,3,matcher,L,1,0,0,0,0,0,0,0
2388-c,3,director,E,1,1,0,0,0,0,0,0
2388-c,3,matcher,E,1,1,0,0,0,0,0,0
2388-c,3,director,E,2,1,0,0,0,1,0,0
2388-c,3,matcher,E,1,1,0,0,0,0,0,0
2388-c,3,director,F,2,1,0,0,0,0,0,0
2388-c,3,matcher,F,1,0,0,0,0,0,0,0
2388-c,3,director,B,2,2,0,0,0,0,0,0
2388-c,3,matcher,B,1,1,0,0,0,0,0,0
2388-c,3,director,C,2,1,0,0,0,1,0,0
2388-c,3,matcher,C,1,1,0,0,0,0,0,0
2388-c,4,director,A,3,0,2,0,0,0,0,0
2388-c,4,director,K,1,1,0,0,0,0,0,0
2388-c,4,director,E,1,1,0,0,0,0,0,0
2388-c,4,director,H,2,2,0,0,0,0,0,0
2388-c,4,director,F,2,1,0,0,0,1,0,0
2388-c,4,director,B,2,1,0,0,0,0,0,0
2388-c,4,director,L,2,1,1,0,0,0,0,0
2388-c,4,director,C,2,1,0,0,0,1,0,0
2388-c,4,director,D,1,1,0,0,0,0,0,0
2388-c,4,director,G,2,2,0,0,0,0,0,0
2388-c,4,director,J,2,1,1,0,0,0,0,0
2388-c,4,director,I,3,0,1,0,0,0,0,1
2388-c,5,director,A,3,0,2,0,0,0,0,0
2388-c,5,director,K,1,1,0,0,0,0,0,0
2388-c,5,director,I,3,0,1,0,0,0,0,1
2388-c,5,director,G,2,2,0,0,0,0,0,0
2388-c,5,director,E,1,1,0,0,0,0,0,0
2388-c,5,director,B,2,1,0,0,0,0,0,0
2388-c,5,director,,5,3,0,0,0,1,0,0
2388-c,5,director,D,1,1,0,0,0,0,0,0
2388-c,5,director,F,2,1,0,0,0,1,0,0
2388-c,5,director,H,2,2,0,0,0,0,0,0
2388-c,5,director,L,2,1,1,0,0,0,0,0
2388-c,5,director,C,2,1,0,0,0,1,0,0
2388-c,5,director,J,2,1,1,0,0,0,0,0
2388-c,6,director,E,1,1,0,0,0,0,0,0
2388-c,6,director,C,2,1,0,0,0,1,0,0
2388-c,6,director,F,4,1,2,0,1,0,0,0
2388-c,6,director,B,2,1,0,0,0,0,0,0
2388-c,6,director,H,2,2,0,0,0,0,0,0
2388-c,6,director,I,3,0,1,0,0,0,0,1
2388-c,6,director,J,2,1,1,0,0,0,0,0
2388-c,6,director,L,2,1,1,0,0,0,0,0
2388-c,6,director,A,3,0,2,0,0,0,0,0
2388-c,6,director,K,1,1,0,0,0,0,0,0
2388-c,6,director,L,1,1,0,0,0,0,0,0
2388-c,6,director,G,2,2,0,0,0,0,0,0
2878-d,1,matcher,B,5,1,1,0,1,0,0,0
2878-d,1,matcher,I,10,4,1,0,1,1,0,0
2878-d,1,director,I,23,4,2,6,0,4,0,1
2878-d,1,director,I,6,2,1,2,0,0,0,0
2878-d,1,matcher,E,13,2,4,0,1,1,0,0
2878-d,1,matcher,E,6,1,0,1,0,1,0,0
2878-d,1,director,E,0,0,0,0,0,0,0,0
2878-d,1,director,F,6,2,2,1,0,1,0,0
2878-d,1,matcher,A,14,6,1,1,1,3,0,0
2878-d,1,matcher,A,5,1,1,0,0,1,0,0
2878-d,1,director,A,0,0,0,0,0,0,0,0
2878-d,1,matcher,H,15,4,3,2,1,2,0,0
2878-d,1,matcher,H,4,0,2,0,1,0,0,0
2878-d,1,director,H,0,0,0,0,0,0,0,0
2878-d,1,matcher,D,14,3,4,3,0,1,0,0
2878-d,1,matcher,D,4,0,2,0,1,0,0,0
2878-d,1,director,D,0,0,0,0,0,0,0,0
2878-d,1,matcher,L,12,2,5,1,1,0,0,0
2878-d,1,director,L,0,0,0,0,0,0,0,0
2878-d,1,matcher,C,17,7,2,3,1,3,0,0
2878-d,1,matcher,H,2,1,0,0,0,1,0,0
2878-d,1,matcher,F,4,1,1,1,0,1,0,0
2878-d,1,matcher,G,15,0,2,3,1,4,0,1
2878-d,1,matcher,I,4,1,1,0,0,1,0,0
2878-d,1,matcher,C,10,4,1,1,0,1,1,0
2878-d,1,matcher,J,10,3,1,0,0,2,0,2
2878-d,1,matcher,E,2,2,0,0,0,0,0,0
2878-d,1,matcher,D,4,1,3,0,0,0,0,0
2878-d,1,matcher,A,2,1,1,0,0,0,0,0
2878-d,1,matcher,L,5,2,1,1,0,0,1,0
2878-d,1,matcher,K,14,6,1,2,1,3,0,0
2878-d,2,matcher,F,7,1,1,2,0,1,0,0
2878-d,2,director,F,0,0,0,0,0,0,0,0
2878-d,2,matcher,B,5,2,1,1,0,0,0,0
2878-d,2,director,I,0,0,0,0,0,0,0,0
2878-d,2,matcher,I,7,3,0,1,0,1,0,0
2878-d,2,director,I,7,3,3,0,0,0,0,0
2878-d,2,director,A,4,1,1,0,0,1,0,0
2878-d,2,director,B,3,1,2,0,0,0,0,0
2878-d,2,matcher,E,1,1,0,0,0,0,0,0
2878-d,2,director,D,7,2,2,2,0,0,1,0
2878-d,2,director,K,5,1,2,0,0,0,1,1
2878-d,2,director,E,2,1,0,0,0,1,0,0
2878-d,2,matcher,H,6,3,0,1,0,2,0,0
2878-d,2,director,H,0,0,0,0,0,0,0,0
2878-d,2,matcher,G,20,5,0,3,0,2,2,0
2878-d,2,director,G,0,0,0,0,0,0,0,0
2878-d,2,matcher,J,20,6,3,3,0,1,1,1
2878-d,3,matcher,I,4,1,1,0,0,1,0,0
2878-d,3,director,I,0,0,0,0,0,0,0,0
2878-d,3,matcher,E,1,1,0,0,0,0,0,0
2878-d,3,director,E,0,0,0,0,0,0,0,0
2878-d,3,matcher,J,2,1,0,0,0,1,0,0
2878-d,3,director,J,0,0,0,0,0,0,0,0
2878-d,3,matcher,F,3,1,1,0,0,1,0,0
2878-d,3,director,F,0,0,0,0,0,0,0,0
2878-d,3,matcher,A,4,1,1,0,0,1,0,0
2878-d,3,director,A,0,0,0,0,0,0,0,0
2878-d,3,matcher,K,4,2,0,1,0,0,1,0
2878-d,3,director,K,0,0,0,0,0,0,0,0
2878-d,3,matcher,D,3,1,1,0,0,0,1,0
2878-d,3,director,D,0,0,0,0,0,0,0,0
2878-d,3,matcher,C,3,2,1,0,0,0,0,0
2878-d,3,director,C,0,0,0,0,0,0,0,0
2878-d,3,matcher,B,1,1,0,0,0,0,0,0
2878-d,3,director,B,0,0,0,0,0,0,0,0
2878-d,3,matcher,G,11,5,0,1,0,2,1,1
2878-d,3,director,G,0,0,0,0,0,0,0,0
2878-d,3,matcher,L,10,0,1,2,0,3,0,0
2878-d,3,director,L,0,0,0,0,0,0,0,0
2878-d,3,director,L,2,1,0,1,0,0,0,0
2878-d,3,matcher,J,5,0,1,0,0,1,0,2
2878-d,4,matcher,B,1,1,0,0,0,0,0,0
2878-d,4,director,B,0,0,0,0,0,0,0,0
2878-d,4,matcher,J,2,1,0,0,0,1,0,0
2878-d,4,director,J,0,0,0,0,0,0,0,0
2878-d,4,matcher,E,1,1,0,0,0,0,0,0
2878-d,4,director,E,0,0,0,0,0,0,0,0
2878-d,4,matcher,I,2,1,0,0,0,0,0,0
2878-d,4,director,I,0,0,0,0,0,0,0,0
2878-d,4,matcher,D,2,1,1,0,0,0,0,0
2878-d,4,director,D,0,0,0,0,0,0,0,0
2878-d,4,matcher,K,2,1,0,0,0,0,0,1
2878-d,4,director,K,0,0,0,0,0,0,0,0
2878-d,4,matcher,A,1,0,0,0,0,0,0,0
2878-d,4,director,A,0,0,0,0,0,0,0,0
2878-d,4,matcher,F,3,1,1,0,0,1,0,0
2878-d,4,director,F,0,0,0,0,0,0,0,0
2878-d,4,matcher,C,2,1,1,0,0,0,0,0
2878-d,4,director,C,0,0,0,0,0,0,0,0
2878-d,4,matcher,G,8,3,0,0,0,2,0,1
2878-d,4,director,G,0,0,0,0,0,0,0,0
2878-d,4,matcher,H,4,0,1,0,0,1,0,0
2878-d,4,director,H,0,0,0,0,0,0,0,0
2878-d,5,matcher,L,2,1,0,0,0,1,0,0
2878-d,5,director,L,0,0,0,0,0,0,0,0
2878-d,5,matcher,I,2,1,0,0,0,0,0,0
2878-d,5,director,I,0,0,0,0,0,0,0,0
2878-d,5,matcher,A,1,0,0,0,0,0,0,0
2878-d,5,director,A,0,0,0,0,0,0,0,0
2878-d,5,matcher,C,2,1,1,0,0,0,0,0
2878-d,5,director,C,0,0,0,0,0,0,0,0
2878-d,5,matcher,F,3,1,1,0,0,1,0,0
2878-d,5,director,F,0,0,0,0,0,0,0,0
2878-d,5,matcher,J,18,6,2,1,0,3,0,2
2878-d,5,matcher,J,2,1,0,0,0,1,0,0
2878-d,5,director,J,0,0,0,0,0,0,0,0
2878-d,5,matcher,E,1,1,0,0,0,0,0,0
2878-d,5,director,E,0,0,0,0,0,0,0,0
2878-d,5,matcher,K,2,1,0,0,0,0,0,1
2878-d,5,director,K,0,0,0,0,0,0,0,0
2878-d,5,matcher,B,1,1,0,0,0,0,0,0
2878-d,5,director,B,0,0,0,0,0,0,0,0
2878-d,5,matcher,H,5,1,1,0,0,1,0,0
2878-d,5,director,H,0,0,0,0,0,0,0,0
2878-d,5,matcher,D,3,1,2,0,0,0,0,0
2878-d,5,director,D,3,1,2,0,0,0,0,0
2878-d,6,matcher,A,1,0,0,0,0,0,0,0
2878-d,6,director,A,0,0,0,0,0,0,0,0
2878-d,6,matcher,C,2,1,1,0,0,0,0,0
2878-d,6,director,C,0,0,0,0,0,0,0,0
2878-d,6,matcher,F,3,2,0,0,0,1,0,0
2878-d,6,director,F,0,0,0,0,0,0,0,0
2878-d,6,matcher,I,2,1,0,0,0,0,0,0
2878-d,6,director,I,0,0,0,0,0,0,0,0
2878-d,6,matcher,L,2,1,0,0,0,1,0,0
2878-d,6,director,L,0,0,0,0,0,0,0,0
2878-d,6,matcher,B,1,1,0,0,0,0,0,0
2878-d,6,director,B,0,0,0,0,0,0,0,0
2878-d,6,matcher,E,1,1,0,0,0,0,0,0
2878-d,6,director,E,0,0,0,0,0,0,0,0
2878-d,6,matcher,H,4,1,1,0,0,1,0,0
2878-d,6,director,H,0,0,0,0,0,0,0,0
2878-d,6,matcher,D,2,1,1,0,0,0,0,0
2878-d,6,director,D,0,0,0,0,0,0,0,0
2878-d,6,matcher,K,2,1,0,0,0,0,0,1
2878-d,6,director,K,0,0,0,0,0,0,0,0
2878-d,6,matcher,G,9,2,0,0,0,2,0,1
2878-d,6,director,G,0,0,0,0,0,0,0,0
3409-e,1,director,L,8,1,3,1,0,0,1,1
3409-e,1,director,F,8,1,4,0,0,2,1,0
3409-e,1,matcher,F,1,1,0,0,0,0,0,0
3409-e,1,director,G,8,3,3,1,0,0,1,0
3409-e,1,director,J,11,3,3,1,0,1,1,1
3409-e,1,director,K,14,5,2,4,0,1,1,0
3409-e,1,director,H,4,1,1,1,0,0,0,0
3409-e,1,director,B,8,2,3,0,0,2,0,1
3409-e,1,director,I,4,2,1,1,0,0,0,0
3409-e,1,director,C,5,2,2,1,0,0,0,0
3409-e,1,director,D,5,1,2,1,0,0,1,0
3409-e,1,director,A,5,0,3,0,0,0,1,1
3409-e,1,director,E,3,1,2,0,0,0,0,0
3409-e,1,director,L,7,2,2,1,0,0,0,0
3409-e,1,director,K,11,4,1,2,1,2,1,0
3409-e,1,matcher,C,7,1,2,1,0,1,0,0
3409-e,1,director,C,13,4,3,1,1,2,1,0
3409-e,1,director,C,4,0,2,0,0,0,0,0
3409-e,1,matcher,A,0,0,0,0,0,0,0,0
3409-e,1,director,A,24,7,1,5,0,5,1,0
3409-e,1,director,A,4,1,1,1,0,0,0,0
3409-e,1,director,A,4,1,3,0,0,0,0,0
3409-e,1,matcher,I,7,0,2,0,2,1,0,0
3409-e,1,director,I,21,7,3,0,1,4,1,0
3409-e,1,director,I,4,4,0,0,0,0,0,0
3409-e,1,director,I,9,3,1,1,0,1,1,0
3409-e,1,matcher,G,12,2,3,2,1,0,0,2
3409-e,1,director,G,13,2,5,1,2,1,0,1
3409-e,1,director,G,4,2,1,0,0,1,0,0
3409-e,1,director,G,5,2,1,0,0,0,0,1
3409-e,1,director,F,2,1,1,0,0,0,0,0
3409-e,1,director,G,2,1,1,0,0,0,0,0
3409-e,1,director,B,11,4,0,2,0,2,0,1
3409-e,1,director,B,2,1,0,0,0,1,0,0
3409-e,1,director,E,8,1,3,0,0,0,0,2
3409-e,2,director,F,5,2,2,0,0,0,0,0
3409-e,2,director,A,0,0,0,0,0,0,0,0
3409-e,2,director,G,6,2,3,0,0,0,0,1
3409-e,2,director,D,2,0,2,0,0,0,0,0
3409-e,2,matcher,F,14,5,2,1,2,2,1,0
3409-e,2,director,F,7,4,1,0,1,0,0,0
3409-e,2,director,B,8,3,2,0,0,1,0,1
3409-e,2,director,E,2,2,0,0,0,0,0,0
3409-e,2,director,J,4,2,1,0,0,0,0,0
3409-e,2,director,I,2,2,0,0,0,0,0,0
3409-e,2,director,K,4,1,1,0,0,1,0,1
3409-e,2,director,H,3,1,0,1,0,0,0,0
3409-e,2,director,C,1,1,0,0,0,0,0,0
3409-e,2,director,L,3,0,2,0,0,0,0,1
3409-e,2,director,J,24,4,3,4,2,3,1,1
3409-e,2,director,H,4,0,2,1,0,1,0,0
3409-e,2,matcher,I,26,5,4,4,3,4,2,1
3409-e,2,director,I,7,2,1,2,1,0,0,0
3409-e,2,director,I,4,1,2,0,0,1,0,0
3409-e,2,matcher,A,27,3,8,3,3,3,0,0
3409-e,2,director,A,15,5,3,2,2,0,1,1
3409-e,2,matcher,A,6,2,1,0,2,0,0,1
3409-e,2,director,A,8,1,1,1,1,1,0,2
3409-e,2,matcher,A,14,1,5,0,4,1,0,1
3409-e,2,director,A,7,2,1,0,2,2,0,0
3409-e,2,matcher,A,18,4,3,3,2,2,3,0
3409-e,2,director,A,13,4,2,1,1,2,2,0
3409-e,2,director,A,1,0,0,1,0,0,0,0
3409-e,2,matcher,A,12,2,2,1,0,3,2,1
3409-e,2,director,A,10,2,2,3,0,0,1,0
3409-e,2,matcher,A,6,1,2,1,2,0,0,0
3409-e,2,director,D,5,0,3,0,1,0,1,0
3409-e,2,director,H,2,0,1,0,0,0,0,0
3409-e,2,matcher,L,10,1,2,0,0,0,0,1
3409-e,2,director,L,6,1,3,0,0,0,0,1
3409-e,2,director,J,11,1,3,1,0,0,0,3
3409-e,2,matcher,J,5,1,1,1,0,1,0,0
3409-e,2,director,F,9,2,1,0,1,1,0,2
3409-e,2,director,J,3,1,1,0,0,0,0,0
3409-e,2,director,J,2,0,1,0,0,0,0,0
3409-e,2,matcher,B,7,2,3,0,1,1,0,0
3409-e,2,director,B,2,1,0,0,0,0,0,1
3409-e,2,matcher,C,15,1,5,0,2,4,0,1
3409-e,2,director,C,23,7,1,1,1,2,2,5
3409-e,2,matcher,C,8,2,1,0,1,1,0,2
3409-e,2,matcher,C,13,1,2,0,2,2,1,4
3409-e,2,matcher,L,21,5,5,3,2,1,3,1
3409-e,2,matcher,L,10,0,2,0,1,2,0,4
3409-e,2,director,L,30,8,5,6,2,3,2,2
3409-e,2,director,,14,2,2,1,3,2,0,2
3409-e,2,matcher,K,5,1,2,0,2,0,0,0
3409-e,2,matcher,K,21,4,5,0,3,3,3,0
3409-e,2,matcher,K,2,0,1,0,1,0,0,0
3409-e,2,director,K,12,1,3,2,1,0,0,2
3409-e,3,matcher,E,1,1,0,0,0,0,0,0
3409-e,3,director,E,0,0,0,0,0,0,0,0
3409-e,3,matcher,I,1,1,0,0,0,0,0,0
3409-e,3,director,I,0,0,0,0,0,0,0,0
3409-e,3,matcher,C,1,1,0,0,0,0,0,0
3409-e,3,director,C,0,0,0,0,0,0,0,0
3409-e,3,matcher,F,11,4,1,1,0,2,1,0
3409-e,3,director,F,0,0,0,0,0,0,0,0
3409-e,3,matcher,B,2,1,0,0,0,0,0,0
3409-e,3,director,B,0,0,0,0,0,0,0,0
3409-e,3,matcher,H,3,1,0,0,0,0,0,0
3409-e,3,director,H,0,0,0,0,0,0,0,0
3409-e,3,matcher,A,1,1,0,0,0,0,0,0
3409-e,3,director,A,0,0,0,0,0,0,0,0
3409-e,3,matcher,L,5,1,2,0,0,0,0,2
3409-e,3,director,L,0,0,0,0,0,0,0,0
3409-e,3,matcher,K,4,1,2,0,0,0,0,1
3409-e,3,director,K,0,0,0,0,0,0,0,0
3409-e,3,matcher,D,4,0,3,0,0,0,0,1
3409-e,3,director,D,0,0,0,0,0,0,0,0
3409-e,3,matcher,J,4,1,2,0,0,0,0,1
3409-e,3,director,J,0,0,0,0,0,0,0,0
3409-e,3,matcher,G,13,1,3,2,1,2,1,0
3409-e,3,matcher,G,0,0,0,0,0,0,0,0
3409-e,3,matcher,G,3,0,0,1,0,0,1,0
3409-e,3,director,G,18,3,3,2,4,4,0,1
3409-e,3,director,G,2,0,2,0,0,0,0,0
3409-e,3,director,G,5,3,0,1,0,1,0,0
3409-e,3,director,G,11,1,2,3,0,2,2,0
3409-e,3,matcher,G,0,0,0,0,0,0,0,0
3409-e,3,director,G,4,0,1,0,0,0,0,2
3409-e,3,matcher,G,20,2,3,4,2,3,1,1
3409-e,3,director,G,8,2,1,2,1,2,0,0
3409-e,3,director,G,4,0,1,1,1,0,0,0
3409-e,3,matcher,G,1,1,0,0,0,0,0,0
3409-e,3,matcher,G,15,3,2,3,0,2,2,0
3409-e,3,director,G,10,2,1,4,0,2,1,0
3409-e,3,matcher,G,5,1,2,0,2,0,0,0
3409-e,4,director,G,1,1,0,0,0,0,0,0
3409-e,4,matcher,G,1,1,0,0,0,0,0,0
3409-e,4,matcher,J,5,2,1,1,0,0,1,0
3409-e,4,director,J,0,0,0,0,0,0,0,0
3409-e,4,matcher,D,6,1,2,1,0,0,1,1
3409-e,4,director,D,0,0,0,0,0,0,0,0
3409-e,4,matcher,G,1,1,0,0,0,0,0,0
3409-e,4,director,G,0,0,0,0,0,0,0,0
3409-e,4,matcher,C,1,1,0,0,0,0,0,0
3409-e,4,director,C,0,0,0,0,0,0,0,0
3409-e,4,matcher,B,2,1,0,0,0,0,0,0
3409-e,4,director,B,0,0,0,0,0,0,0,0
3409-e,4,matcher,B,0,0,0,0,0,0,0,0
3409-e,4,director,B,1,1,0,0,0,0,0,0
3409-e,4,director,B,3,0,1,0,1,1,0,0
3409-e,4,matcher,K,6,2,2,1,0,0,1,0
3409-e,4,director,K,0,0,0,0,0,0,0,0
3409-e,4,matcher,F,1,1,0,0,0,0,0,0
3409-e,4,director,F,0,0,0,0,0,0,0,0
3409-e,4,matcher,L,7,2,2,1,0,0,1,1
3409-e,4,director,L,0,0,0,0,0,0,0,0
3409-e,4,matcher,A,1,1,0,0,0,0,0,0
3409-e,4,director,A,0,0,0,0,0,0,0,0
3409-e,4,matcher,D,2,1,0,0,0,0,0,0
3409-e,4,director,D,0,0,0,0,0,0,0,0
3409-e,4,matcher,E,2,2,0,0,0,0,0,0
3409-e,4,director,E,0,0,0,0,0,0,0,0
3409-e,4,matcher,I,1,1,0,0,0,0,0,0
3409-e,4,director,I,0,0,0,0,0,0,0,0
3409-e,5,matcher,E,2,2,0,0,0,0,0,0
3409-e,5,matcher,C,1,1,0,0,0,0,0,0
3409-e,5,director,E,1,0,0,0,0,0,0,0
3409-e,5,matcher,D,5,2,2,0,0,0,1,0
3409-e,5,matcher,J,5,0,2,0,0,0,1,1
3409-e,5,director,D,1,0,0,0,0,0,0,0
3409-e,5,matcher,F,1,0,0,0,0,0,0,0
3409-e,5,matcher,B,1,1,0,0,0,0,0,0
3409-e,5,director,F,1,0,0,0,0,0,0,0
3409-e,5,matcher,H,1,0,0,0,0,0,0,0
3409-e,5,matcher,K,6,2,2,1,0,0,1,0
3409-e,5,director,H,1,0,0,0,0,0,0,0
3409-e,5,matcher,I,1,1,0,0,0,0,0,0
3409-e,5,matcher,A,1,1,0,0,0,0,0,0
3409-e,5,director,I,1,0,0,0,0,0,0,0
3409-e,5,matcher,L,1,0,1,0,0,0,0,0
3409-e,5,matcher,G,0,0,0,0,0,0,0,0
3409-e,5,director,L,1,0,0,0,0,0,0,0
3409-e,6,matcher,A,1,1,0,0,0,0,0,0
3409-e,6,matcher,I,1,1,0,0,0,0,0,0
3409-e,6,director,A,0,0,0,0,0,0,0,0
3409-e,6,matcher,B,1,1,0,0,0,0,0,0
3409-e,6,matcher,E,2,2,0,0,0,0,0,0
3409-e,6,director,B,0,0,0,0,0,0,0,0
3409-e,6,matcher,K,1,0,1,0,0,0,0,0
3409-e,6,matcher,L,1,0,1,0,0,0,0,0
3409-e,6,director,K,0,0,0,0,0,0,0,0
3409-e,6,matcher,F,1,0,0,0,0,0,0,0
3409-e,6,matcher,H,1,0,0,0,0,0,0,0
3409-e,6,director,F,0,0,0,0,0,0,0,0
3409-e,6,matcher,C,1,1,0,0,0,0,0,0
3409-e,6,matcher,G,0,0,0,0,0,0,0,0
3409-e,6,director,C,0,0,0,0,0,0,0,0
3409-e,6,matcher,D,3,2,1,0,0,0,0,0
3409-e,6,matcher,J,3,0,1,0,0,0,0,2
3423-d,1,director,D,7,3,1,2,0,1,0,0
3423-d,1,matcher,D,2,0,1,0,1,0,0,0
3423-d,1,director,C,5,3,0,1,0,1,0,0
3423-d,1,matcher,C,3,1,1,0,1,0,0,0
3423-d,1,director,J,15,7,2,3,1,2,0,0
3423-d,1,matcher,J,5,4,0,1,0,0,0,0
3423-d,1,matcher,J,3,1,1,0,1,0,0,0
3423-d,1,matcher,D,8,2,2,1,0,1,0,0
3423-d,1,director,D,6,2,2,2,0,0,0,0
3423-d,1,matcher,A,3,1,1,0,0,0,1,0
3423-d,1,director,D,6,1,2,1,1,1,0,0
3423-d,1,matcher,A,1,1,0,0,0,0,0,0
3423-d,1,director,A,15,4,4,1,1,2,0,1
3423-d,1,matcher,A,2,0,1,0,1,0,0,0
3423-d,1,director,I,12,4,3,1,1,2,0,0
3423-d,1,matcher,I,4,0,1,1,1,1,0,0
3423-d,1,matcher,I,3,0,1,0,0,0,0,0
3423-d,1,matcher,I,7,2,1,1,1,1,0,1
3423-d,1,director,E,22,5,5,4,1,6,0,0
3423-d,1,matcher,E,3,0,1,0,0,1,0,0
3423-d,1,matcher,A,4,0,2,0,1,0,0,1
3423-d,1,director,:,13,5,3,2,1,2,0,0
3423-d,1,matcher,L,7,0,1,1,1,1,0,2
3423-d,1,director,A,19,5,4,3,0,3,0,1
3423-d,1,matcher,A,6,1,2,0,2,0,0,1
3423-d,1,matcher,L,7,1,1,0,1,0,0,0
3423-d,1,matcher,L,2,0,0,0,0,0,0,1
3423-d,1,director,,24,6,4,5,1,4,0,0
3423-d,1,matcher,K,3,1,1,0,1,0,0,0
3423-d,1,director,B,17,1,4,2,1,2,0,1
3423-d,1,matcher,C,6,1,2,0,2,1,0,0
3423-d,1,director,C,3,0,3,0,0,0,0,0
3423-d,1,matcher,C,2,1,1,0,0,0,0,0
3423-d,1,director,H,4,0,1,0,0,0,1,1
3423-d,1,matcher,J,5,2,1,0,1,0,0,1
3423-d,1,director,J,1,1,0,0,0,0,0,0
3423-d,1,director,H,12,3,4,1,0,2,0,1
3423-d,1,matcher,J,5,0,2,0,2,0,0,1
3423-d,1,matcher,H,4,0,1,0,1,0,0,1
3423-d,1,director,E,16,4,2,1,0,2,0,0
3423-d,1,matcher,E,2,0,1,0,1,0,0,0
3423-d,1,matcher,E,6,2,1,1,0,0,0,0
3423-d,1,director,E,1,1,0,0,0,0,0,0
3423-d,1,director,G,5,0,1,1,0,0,0,0
3423-d,1,matcher,G,7,1,2,0,1,2,0,0
3423-d,1,director,G,11,4,0,2,0,1,0,0
3423-d,1,matcher,G,3,2,1,0,0,0,0,0
3423-d,1,director,G,1,1,0,0,0,0,0,0
3423-d,2,director,D,6,1,2,2,0,1,0,0
3423-d,2,matcher,D,1,1,0,0,0,0,0,0
3423-d,2,director,G,23,5,3,5,2,3,1,1
3423-d,2,matcher,G,3,1,1,0,1,0,0,0
3423-d,2,director,E,7,2,1,2,0,1,0,0
